humidity,precipMM,tempC,windspeedKmph,HeatIndexC
96,0.1,22,5,25
97,0,22,6,25
97,0,22,6,25
98,0,22,6,24
98,0,22,5,24
98,0,22,5,24
98,0,22,5,24
98,0,21,4,24
98,0,21,4,24
99,0,21,4,21
94,0,22,4,25
90,0,23,5,25
85,0.2,24,5,26
80,0.2,24,6,26
74,0.6,25,8,28
69,0.5,26,9,29
71,1.4,27,9,29
74,1.7,27,9,30
76,0,27,8,30
78,0.2,26,8,29
80,1.2,26,8,29
83,0.2,26,8,28
87,0,25,7,27
91,0,24,6,26
96,0,23,5,25
96,0,22,5,25
97,0,22,5,25
97,0,22,5,24
97,0,22,4,24
97,0,22,4,24
97,0.6,21,4,24
97,0.2,21,4,24
98,0.1,21,4,24
98,0.1,21,4,21
94,0.1,22,4,25
91,0,23,4,25
87,0.3,24,4,26
80,0.3,24,3,26
73,0.7,25,3,27
66,0.2,26,3,29
70,0.1,26,4,29
74,0.2,26,4,29
78,0.7,25,4,28
83,0.3,25,4,27
87,1.5,25,5,28
91,2,25,5,27
93,0.2,24,5,27
95,0.1,23,5,26
97,0.2,23,5,25
98,0.1,22,6,25
98,0.1,22,6,25
98,0.1,22,6,25
98,0,22,6,24
98,0,22,5,24
98,0.4,22,5,24
98,0.3,21,5,24
98,0.2,21,5,24
98,0.2,21,5,24
96,0.2,22,5,25
94,0.5,23,5,25
92,0,23,6,26
86,0,24,6,26
81,0.3,25,6,27
76,0.3,26,6,29
79,0.3,26,6,29
81,0,27,6,30
83,1.7,26,6,29
86,0.6,26,6,28
88,0,25,6,28
91,2,25,5,27
93,3,24,6,27
95,2,24,6,26
97,0.2,23,6,26
97,0,23,5,25
97,0,23,5,25
97,0,22,5,25
97,0,22,5,25
97,0,22,5,25
98,3.1,22,5,24
98,3.7,22,4,24
98,4.9,22,3,24
98,5.4,21,1,24
95,6.7,22,2,25
92,6.3,23,3,26
90,5.1,24,4,26
83,4.8,24,4,27
77,5,25,4,28
70,5,26,4,29
72,4,26,5,29
75,2.7,26,5,29
77,0.3,28,6,31
80,0.5,27,6,31
82,2.1,27,7,30
84,1,26,7,30
88,1.8,25,7,28
93,0.7,24,6,27
97,0.1,23,6,26
97,0.2,23,6,25
96,0.3,23,7,25
96,0,22,7,25
96,0,22,6,25
96,0,22,6,25
96,0.2,22,6,25
97,0.3,22,6,25
97,1.3,22,6,24
98,1.4,22,6,24
95,2,22,6,25
92,2.6,23,7,25
89,2.2,24,8,26
87,3.1,24,10,27
84,4,24,12,26
82,3.3,25,13,27
84,2.5,25,12,28
86,1.1,25,12,27
87,1.3,25,11,27
89,1.7,24,10,27
91,1.2,24,9,26
93,2.1,24,8,26
94,1.6,23,8,25
95,1.5,23,9,25
97,1.1,22,9,25
97,1.1,22,9,25
97,1,22,9,25
97,0.9,22,9,24
97,1.4,22,9,24
97,1.7,22,9,24
97,2.8,22,9,24
97,3,22,9,24
97,3.2,21,10,24
98,3.9,21,11,24
96,3.7,22,11,24
95,3,22,11,25
94,1.8,22,11,25
93,0.9,23,11,25
93,1.3,23,10,25
92,2.3,23,10,25
92,2.5,23,9,25
93,1.8,23,9,25
93,2.5,23,12,25
94,2.2,22,12,25
94,1.9,22,13,25
94,1.7,22,11,25
95,1,22,13,24
96,0.9,21,13,24
97,0.5,21,13,21
97,0.4,21,10,24
97,0.7,21,10,24
97,1.2,21,10,24
97,0.8,21,9,24
97,0.7,21,8,24
97,0.8,21,13,24
97,0.5,21,7,24
97,0.9,21,7,24
97,1.4,21,7,24
97,1.5,21,8,24
97,1.4,22,9,24
97,1.1,22,10,24
94,1.4,22,12,25
92,1.7,23,14,25
90,2.2,23,16,25
90,2.2,23,15,25
91,2.3,23,14,25
91,4.2,23,18,25
92,3.5,22,16,25
92,3.9,22,16,25
93,5.3,22,16,25
94,5.5,22,15,24
95,3.9,22,15,24
96,2.7,21,14,24
96,2.4,21,14,24
96,2,21,12,24
96,1.6,22,13,24
97,1.4,21,13,24
97,1.2,21,13,24
98,2.5,21,13,24
97,2.3,21,13,24
97,2.6,21,12,24
97,2.5,21,9,24
95,2.4,22,10,24
94,2.4,22,6,25
92,1.7,23,7,25
89,1.4,23,7,26
87,1,24,10,26
84,0.6,25,11,27
85,0.4,24,10,27
86,0.3,24,12,26
87,0.5,24,11,26
88,0.2,24,13,26
89,0.8,23,13,26
90,0.6,23,9,25
91,0.4,23,9,25
92,0.3,23,9,25
93,0.6,22,8,25
94,0.2,22,8,25
95,0.1,22,8,24
96,0.2,21,8,24
96,0.7,22,7,24
96,0.7,22,7,24
96,0.3,22,7,24
96,0.1,22,7,24
97,0.2,22,7,24
97,0.5,22,6,24
95,0.4,22,6,25
94,0.3,23,6,25
93,0.4,23,6,26
88,0.3,24,8,27
83,0.3,24,10,26
78,0.3,25,12,27
80,0.5,26,11,28
81,0.9,25,10,28
83,0.5,25,9,27
84,0.9,24,8,27
85,0.6,25,12,27
87,0.5,25,12,27
90,0.2,24,11,26
92,0.3,23,6,25
95,0.3,23,6,25
96,0.1,22,6,25
96,0.1,22,7,25
97,0.1,22,7,25
97,0.5,22,7,24
97,0.4,22,8,24
97,0.2,21,8,24
97,0.1,21,6,24
97,0.2,21,5,24
97,0.4,21,3,24
95,0.5,22,4,25
94,0.4,22,6,25
92,0.2,23,7,25
90,0.2,24,7,26
88,0.4,24,7,26
85,0.4,25,8,27
85,0.5,25,7,27
85,0.4,25,7,27
85,0.3,24,7,27
85,0.7,24,7,26
85,0.3,24,7,26
85,0.2,24,7,26
88,0.8,24,11,26
92,0.4,23,7,25
95,0.3,23,7,25
96,0.2,22,7,25
96,0.3,22,7,25
97,0.4,22,6,24
97,0,22,7,24
96,0,22,7,24
96,0.1,22,7,24
96,0,22,6,24
97,0.1,22,6,24
97,0.2,21,5,24
95,0.5,22,6,25
92,0.2,23,8,25
90,0,24,9,26
87,0.2,23,9,25
83,0.2,25,10,27
79,0.3,26,10,28
80,0.3,26,10,28
81,0.5,25,11,28
82,0.6,25,11,27
83,1.1,25,12,27
84,1.1,24,12,26
86,1.2,24,12,26
89,0.9,23,11,25
92,0.7,22,9,25
95,0.5,22,7,24
96,0.3,21,7,24
96,0.2,21,6,24
96,0.4,21,6,24
96,0.7,21,6,24
97,0.6,21,6,24
97,0.5,21,6,24
97,0.3,21,6,24
97,0.6,21,6,24
97,0.8,22,5,24
94,0.9,22,6,25
92,1,23,7,25
89,1.2,23,8,25
87,1.6,24,8,26
84,0.8,23,8,25
82,1.6,24,8,26
83,0.7,25,8,27
85,0.9,24,8,26
86,0.2,24,12,26
88,0.9,24,13,26
89,0.6,23,13,26
91,0.7,23,9,25
92,1.3,23,8,25
94,0.3,22,7,25
96,0.2,22,7,25
96,0.2,22,7,25
96,0.4,22,7,24
96,0.4,22,7,24
96,0.3,22,6,24
96,0.2,22,6,25
96,1.3,22,5,25
96,1.5,22,5,25
97,1.4,22,4,25
97,1.2,22,4,25
96,1,22,5,25
95,0.9,23,5,25
95,0.7,23,6,25
94,0.8,23,6,25
93,0.5,23,7,26
92,0.7,24,7,26
91,0.4,24,7,26
91,0.4,24,8,26
91,1.1,24,8,26
91,0.7,24,8,26
90,0.5,24,8,26
90,0.3,24,8,26
92,0.6,23,8,25
94,0.5,23,7,25
96,0.3,22,6,25
96,0.3,22,6,25
96,0.5,22,6,25
96,0.3,22,6,25
96,0.3,22,7,25
96,0.2,22,7,25
96,0,22,7,24
96,0,22,6,24
96,0,22,6,24
97,0,22,5,24
95,0,22,6,25
93,0.2,23,7,25
90,0.2,24,8,26
89,0.2,24,8,26
87,0.2,24,8,27
85,0.2,25,8,27
85,0,25,8,27
86,0.5,24,9,27
86,0.3,24,9,27
86,0.7,24,10,26
87,0.4,24,10,26
87,0.2,24,11,26
90,0.3,23,10,26
92,0.3,23,8,25
95,0.4,22,7,25
95,0.4,22,7,24
96,0.5,22,7,24
96,0.7,22,8,24
96,0.3,22,7,24
96,0.2,21,7,24
96,0.8,21,7,24
96,0.8,21,6,24
96,0.6,22,6,24
96,0.6,22,5,24
95,0.3,22,6,25
94,0.4,22,7,25
93,0.6,23,8,25
92,0.6,23,8,25
90,0.5,24,8,26
89,0.8,24,8,26
89,1.1,24,9,26
90,1,24,9,26
90,0.8,24,9,26
91,1.6,24,9,26
91,1.1,23,9,26
91,4,23,10,26
93,2.3,23,9,25
95,2,22,8,25
96,1.5,22,7,25
97,1.2,22,7,24
97,1.5,22,6,24
97,2.2,21,5,24
97,1.8,21,6,24
97,1.2,21,6,24
98,1.9,21,7,24
98,1.9,21,6,24
98,2,21,6,24
98,1.1,21,6,24
96,0.7,22,7,24
94,0.9,22,7,25
92,1.1,23,8,25
88,1.3,24,9,26
85,0.8,24,9,26
81,0.5,25,10,27
82,0.6,25,9,27
82,0.6,25,9,27
83,0.9,24,9,26
83,1.3,24,9,26
83,1.2,24,8,26
84,0.8,24,8,26
87,0.4,23,7,25
91,0.2,22,6,25
95,0.1,21,6,24
95,0,21,6,24
95,0,21,6,21
96,0.1,21,6,21
95,0.1,21,6,21
95,0.1,21,5,21
95,0,21,5,21
96,0,20,5,20
97,0.2,21,5,24
97,0,20,4,20
94,0,21,5,21
91,0,22,6,25
88,0,23,6,25
81,0,23,8,26
74,0.3,24,9,26
66,0.4,26,11,28
68,0.5,26,11,28
69,0.5,27,11,29
71,0.5,27,15,29
72,0.5,26,11,28
74,0.6,26,15,28
75,0.1,25,12,27
81,0,24,10,26
87,0,24,8,26
94,0.1,23,6,25
94,0,22,6,24
95,0.1,21,6,24
96,0,21,6,24
96,0,21,6,21
96,0.2,21,6,21
96,0,20,5,20
96,0,20,5,20
97,0,20,5,20
97,0,20,4,20
94,0,21,5,24
91,0,22,5,25
87,0,23,5,25
79,0,23,7,26
71,0,25,9,27
63,0,26,10,28
65,0.3,28,10,30
68,0.3,27,10,30
70,0.3,27,10,29
72,0.4,26,10,29
75,0.3,26,10,28
77,0.3,26,10,28
83,0.4,24,9,27
88,0.2,23,7,26
94,0,22,6,25
94,0,22,6,25
95,0.1,22,6,24
95,0,22,5,24
96,0,21,5,24
96,0,21,5,24
97,0,21,5,21
96,0,21,5,21
95,0,21,5,21
95,0,21,5,21
92,0,21,5,24
89,0,22,5,25
86,0,23,5,25
78,0,23,6,25
69,0.1,25,8,27
60,0,27,9,29
63,0.2,27,10,29
65,0.2,28,10,30
67,0.1,28,11,30
69,0.1,27,12,29
71,0.2,27,12,29
73,0.2,27,13,29
80,0.2,25,10,27
87,0,25,8,27
95,0.1,24,6,26
95,0,22,6,25
96,0,22,6,25
96,0,22,5,24
96,0,21,5,24
97,0,21,5,24
97,0,21,5,21
96,0,21,5,21
95,0,20,5,20
95,0,20,5,20
90,0,21,4,24
85,0,23,4,25
81,0,22,4,25
72,0,24,5,26
63,0.2,25,7,27
54,0,27,9,29
57,0.2,27,9,29
61,0.4,27,10,29
64,0.2,28,10,30
68,0.2,27,11,29
71,0.2,27,11,29
74,0.4,26,12,28
81,0.3,25,10,27
87,0.2,24,8,26
94,0,22,6,25
94,0,22,7,25
94,0.1,22,7,25
94,0,22,7,24
94,0,22,6,24
94,0,21,5,24
94,0,21,4,24
94,0,21,4,24
93,0,21,4,21
93,0,21,5,21
90,0,22,4,24
87,0,23,4,25
84,0,23,4,25
77,0,24,5,26
70,0.1,25,7,28
62,0.1,27,8,29
65,0.2,27,8,30
69,0.3,28,9,31
72,0.7,27,9,30
75,0.3,27,9,29
78,1.1,26,9,28
81,2,25,9,28
85,0.3,25,8,27
90,0.1,24,7,26
94,0,23,6,25
94,0,23,6,25
95,0,22,5,25
96,0,22,5,25
96,0,22,5,25
95,0,22,5,24
95,0,21,5,24
95,0,21,5,24
95,0,21,5,24
95,0,21,5,24
91,0,22,4,25
88,0,23,4,25
84,0,24,4,26
76,0,24,6,26
68,0,25,8,27
60,0,27,10,29
64,0.1,27,10,30
68,0,28,10,30
73,0,27,10,30
77,0,26,9,29
81,0.2,25,9,28
86,1.1,25,9,27
89,0.4,24,9,26
93,0.3,23,8,26
96,0.2,23,8,25
97,0,23,7,25
97,0,23,7,25
98,0,22,6,25
98,0,22,6,25
98,1.1,22,6,25
99,1.5,22,5,25
99,0,22,5,25
99,1.5,22,4,25
99,2,22,4,25
97,1,22,4,25
96,0,23,5,25
95,0,23,5,26
91,0,24,6,27
87,0,25,7,28
83,0,26,9,29
84,0.2,26,8,29
84,0.2,26,8,28
85,2.2,26,8,28
85,4,25,8,28
86,2.9,25,7,28
86,1.4,25,7,28
90,0.1,24,7,27
93,0.2,23,6,26
97,0.5,23,6,25
97,0.4,22,6,25
97,0,22,5,25
98,0,22,5,25
98,0,22,5,25
98,0,22,5,24
98,0,22,5,24
98,0,21,6,24
98,0,21,6,24
99,0,21,6,24
96,0,22,7,24
93,0,22,7,25
91,0,23,7,25
85,0,23,8,25
79,0,25,8,27
73,0,26,9,28
75,0.1,27,8,29
77,0,26,8,29
79,0.3,26,7,29
80,0.4,26,6,28
82,0.4,26,6,28
84,0.3,25,5,28
88,0.3,24,5,27
92,0.5,23,6,26
97,0.3,23,6,25
97,0,22,6,25
97,0,22,6,25
97,0,22,5,24
97,0,22,5,24
97,0,21,5,24
97,0,21,5,24
97,0,21,5,24
97,0.1,21,5,21
98,0.1,21,5,21
95,0,21,5,24
93,0,22,5,25
90,0.4,23,5,25
83,0.3,24,6,26
77,0.4,25,8,27
70,0.2,26,9,29
72,0.1,26,9,29
75,0.4,27,9,30
77,0.4,27,9,29
79,0.9,26,9,29
82,1.4,26,9,28
84,1.1,26,9,28
88,1.1,24,8,27
92,0.5,23,7,26
96,0,22,6,25
97,0,22,6,25
97,0,22,6,25
98,1.1,22,6,24
98,0,22,5,24
98,0,22,5,24
98,0.1,22,5,24
98,0.3,21,4,24
99,0.2,21,3,24
99,0.1,21,3,21
96,0,22,3,24
93,0,23,3,25
89,0,23,4,26
83,0,23,3,25
77,0,25,2,27
70,0,26,1,28
72,0,27,2,30
75,0,27,3,29
77,0.1,26,5,29
79,0.1,26,6,28
81,0.2,27,7,29
84,0.2,25,8,28
88,0.2,25,7,27
93,0,24,6,26
98,0,23,5,25
98,0,23,4,25
98,0,21,4,24
98,0,21,4,24
98,0,21,3,24
99,0,21,3,24
99,0,21,3,21
99,0.2,21,3,21
99,0.4,21,3,21
98,0.3,20,3,20
94,0,22,3,24
90,0.1,23,3,25
86,0,23,3,25
80,0,24,3,26
75,0,25,3,27
70,0,26,4,29
73,0.2,28,4,31
76,0.2,27,5,30
80,1.2,27,5,29
83,1.3,26,6,29
86,0.9,25,7,28
90,0.5,25,7,27
92,0.7,24,7,26
95,0.7,23,6,26
97,1,22,5,25
98,0.5,22,4,25
98,0.1,22,3,25
98,0,22,2,24
98,0,22,2,24
98,0,21,2,24
98,0,21,1,24
98,0,21,2,21
98,0,21,3,21
98,0,20,3,20
94,0,22,2,24
90,0,23,1,25
86,0,23,0,25
77,0,24,1,26
69,0,26,2,28
60,0,28,2,31
64,0.1,28,3,31
69,0.2,29,4,32
73,0.2,28,5,31
77,0.2,27,5,30
82,0.6,26,6,29
86,0.3,26,7,28
90,0.2,25,6,27
93,0.1,24,6,26
97,0,23,5,26
97,0,23,4,25
98,0,23,4,25
98,0,23,3,25
98,0,22,3,25
98,0,22,3,25
98,0,22,3,25
98,0,22,2,24
98,0,22,2,24
98,0,22,2,24
94,0,23,2,25
90,0,22,1,25
87,0,23,0,25
77,0,24,1,27
68,0,26,2,29
58,0,28,3,32
62,0,29,4,32
66,0,30,5,34
70,0,29,6,33
73,0.1,28,6,31
77,0.2,28,7,31
81,0.5,28,8,31
86,0.9,25,7,28
91,0.3,24,7,27
96,0,23,6,26
97,0,23,4,26
97,0,23,3,25
97,0,23,1,25
98,0,22,1,25
98,0,22,1,25
98,0,22,1,25
98,0,22,2,24
99,0,21,2,24
99,0,22,3,25
93,0,22,3,25
88,0,24,3,26
82,0,24,3,26
77,0,25,2,27
72,0,26,2,29
67,0,28,1,31
71,0.3,29,2,33
74,0.2,28,3,32
77,0.1,28,4,32
80,3,28,5,32
83,3.2,27,6,30
86,1.6,26,7,29
90,1.2,25,7,28
94,0.9,24,6,27
98,0,23,6,26
98,0,23,5,26
98,0,23,3,25
98,1.2,23,2,25
98,0,23,2,25
98,0,22,2,25
98,0,22,1,25
98,0,22,2,25
98,0,22,2,24
99,0,21,2,24
96,0,23,1,25
93,0,23,1,25
90,0,24,1,26
84,0,24,1,27
78,0,26,1,29
72,0,27,1,31
73,0,28,2,31
75,0,29,2,33
76,0.3,28,3,32
77,3.1,28,3,32
78,3.4,28,4,31
79,0.9,27,4,30
84,1.4,26,4,29
89,0.1,25,4,27
95,1.1,24,3,26
94,0,23,4,26
94,1.5,23,4,25
94,2,23,5,25
94,0,22,4,25
95,0,22,4,24
96,0,21,4,24
96,0,21,4,24
96,0,21,4,21
97,0,21,5,21
93,0,22,4,25
90,0,23,3,26
86,0,23,2,26
80,0,24,3,27
74,0,26,3,29
68,0.1,28,4,31
71,0,28,5,31
73,0,29,5,33
76,0,28,6,32
79,0.3,27,6,31
82,1,27,6,30
85,0.4,26,7,29
89,0.6,25,6,27
93,0.6,25,4,27
97,0,24,3,26
98,0,23,3,26
98,0,23,2,25
99,0,22,1,24
99,0,22,1,24
99,0,21,1,24
99,0.2,21,1,24
99,0.2,21,2,24
99,0.5,21,3,24
99,0.1,21,3,21
95,0.1,22,3,25
91,0.2,23,4,25
87,0.5,23,4,26
82,0,24,4,27
76,0,26,4,28
70,0,27,4,30
73,0,28,4,32
76,0,28,3,31
79,1.1,27,3,31
82,0.2,28,3,32
85,5.4,28,2,32
88,4.3,28,2,31
90,1.2,26,2,29
92,2,24,3,27
94,2.7,23,3,26
94,1.1,23,4,25
94,2.1,23,4,25
94,2.8,23,5,25
94,1.4,22,5,25
95,0,22,4,25
95,0,22,4,24
95,0,22,3,24
95,0,22,3,24
95,0,22,3,24
93,0,22,4,25
92,0,23,4,26
91,0,23,5,25
83,0,24,6,27
76,0,26,6,29
69,0,27,7,30
70,0,29,6,32
72,0,28,6,32
74,0,28,5,32
75,0,28,4,32
77,0.1,28,4,32
79,6,28,3,32
83,1.2,28,3,31
87,0.1,26,4,29
92,0.6,25,5,27
93,0.5,24,5,27
93,0,23,5,25
94,0,23,5,25
94,0,23,5,25
94,0,23,5,25
94,0.1,22,5,25
95,0,22,5,25
96,0,22,5,25
97,0,22,5,24
97,0,22,5,25
96,0,22,6,25
96,0,23,6,25
93,0,24,6,26
89,0,25,6,27
86,0,26,6,29
85,0,26,6,29
84,0,26,6,29
84,0,28,6,31
83,0.1,28,7,32
83,0.5,28,7,32
82,2.7,27,7,31
87,1.8,26,5,29
92,0.8,24,3,27
97,0.2,24,1,26
97,0,23,2,25
96,0.8,22,3,25
96,0.2,22,4,25
97,0,22,4,25
97,0,22,4,25
98,0,22,5,24
98,0,22,4,24
98,0,21,4,24
99,0,21,4,24
96,0,23,4,25
93,0,22,5,25
90,0,23,5,25
84,0,24,5,27
77,0,26,5,30
71,0,28,5,32
73,0,29,5,34
74,0.1,29,5,34
75,0,29,5,33
77,0.1,28,5,33
78,2.2,29,4,34
80,1.7,28,4,32
84,0.4,26,4,30
88,0.7,25,4,28
93,0.6,24,4,26
93,0,24,5,26
94,0,23,5,26
95,0,23,5,26
96,0,23,5,25
96,0,23,5,25
96,0,22,5,25
97,0,22,5,25
97,0,22,5,24
98,0,21,5,24
94,0,23,5,25
91,0,23,6,25
88,0,23,6,26
81,0,24,7,27
74,0,26,7,28
67,0,27,8,30
68,0,28,7,31
70,0,29,7,32
71,0,28,6,31
72,0,28,5,31
74,0.1,28,5,31
75,3.4,28,4,31
80,2.6,28,4,30
85,1.7,26,4,29
90,0.6,24,5,26
91,1.4,23,5,26
92,0,23,5,25
93,0,23,5,25
93,0,22,5,25
93,0,22,5,25
93,0,22,5,24
93,0,22,4,24
93,0,21,3,24
93,0,21,3,21
89,0,22,3,25
84,0,24,4,26
80,0,24,5,26
71,0,24,6,26
63,0,27,7,29
54,0,28,8,30
55,0,29,8,31
56,0,29,7,30
57,0,28,7,30
58,0,28,7,30
59,0,28,6,30
60,0,29,6,30
65,0,28,6,29
69,0,26,6,28
73,0,25,5,26
74,0,24,5,26
76,0,23,5,25
77,0,22,5,25
78,0,22,5,24
78,0,21,5,24
79,0,22,5,24
80,0,21,4,24
81,0,21,4,24
82,0,21,4,21
77,0,21,4,21
71,0,23,5,25
66,0,23,6,25
61,0,24,7,26
56,0,26,7,28
51,0,28,8,29
53,0,29,8,30
55,0,28,8,30
57,0,28,8,30
59,0,28,8,30
61,0,28,9,30
63,0,28,9,30
68,0,27,8,29
74,0,26,7,28
79,0,25,6,26
80,0,24,5,25
82,0,22,5,24
83,0,23,4,25
83,0,23,5,25
83,0,23,5,25
82,0,22,5,24
84,0,21,4,24
85,0,21,4,24
87,0,21,3,21
83,0,23,4,25
79,0,24,5,26
75,0,23,6,25
69,0,25,7,27
62,0,27,8,29
56,0,29,8,31
61,0,30,7,33
66,1.6,29,6,32
72,2.1,28,5,32
77,1,28,4,31
82,3,28,3,32
87,4,27,2,31
89,2.8,27,3,30
91,2.1,26,4,28
93,2,24,4,26
94,1.6,23,4,26
94,1,23,3,26
95,0.2,23,2,25
95,0,23,2,25
95,0,23,3,25
95,0.5,23,3,25
95,0.2,22,3,25
95,0,22,3,25
96,0,22,3,25
92,0,23,3,26
89,0,23,3,25
86,0,23,3,26
81,0,25,3,27
75,0,26,3,29
70,0,28,3,31
74,0,28,3,31
77,0,28,4,32
81,0.1,27,5,31
84,0.1,28,6,32
88,2.4,28,7,31
91,3,28,8,31
93,2.2,27,6,30
95,2.1,26,5,28
97,5.5,24,4,26
97,4.8,24,5,26
96,0.3,23,6,26
96,0,23,6,26
97,0,23,6,25
97,0,22,5,25
97,0,22,5,25
97,0,22,5,25
97,0,22,5,24
97,0,22,6,24
94,0,23,5,25
90,0,23,5,25
86,0,23,4,26
78,0,24,5,27
69,0,26,6,28
61,0,27,7,30
65,0,28,7,31
69,0,29,7,32
73,0.2,28,7,32
77,6.5,28,6,31
80,7.4,27,6,31
84,5.5,27,6,31
87,3.4,26,5,29
89,1,25,5,27
92,2.3,23,4,26
92,2,23,3,25
93,2.4,23,3,25
93,1.8,23,2,25
94,0,22,2,25
94,0,22,2,24
95,0,21,2,24
94,0,21,3,21
93,0,21,3,21
92,0,21,4,21
87,0,22,4,25
82,0,22,3,25
78,0,23,3,25
67,0,25,4,27
56,0,27,5,30
46,0,29,6,31
48,0,31,6,32
51,0,30,6,32
53,0,30,6,32
56,0,30,7,32
58,0.5,29,7,32
61,0.2,29,7,32
68,0,29,5,31
76,0.1,27,4,29
83,0,25,2,27
83,0,24,3,26
83,0,23,3,26
83,0,23,3,25
85,0,22,3,25
87,0,23,3,25
90,0,23,4,25
91,0,23,3,25
92,0,22,2,25
93,0,22,1,24
87,0,23,2,25
81,0,24,3,26
74,0,25,4,27
63,0,26,3,28
51,0,27,3,30
40,0,30,3,32
43,0,30,3,32
46,0,31,3,32
49,0,30,3,32
52,0,30,7,32
55,0.2,31,8,32
58,0.3,30,4,32
64,0.2,28,3,30
70,0,27,2,28
76,0,25,1,26
77,0,24,2,26
78,0,23,2,25
79,0,22,3,25
81,0,22,2,24
83,0,22,2,24
85,0,21,1,24
85,0,21,2,24
86,0,21,2,21
87,0,20,3,20
79,0,23,3,25
72,0,23,2,25
64,0,24,2,26
55,0,25,4,27
46,0,27,5,29
37,0,29,6,31
41,0,30,7,31
44,0,30,7,31
48,0,30,7,31
51,0,29,7,31
55,0,29,8,30
58,0.2,28,8,30
66,0.1,26,7,28
73,0.3,26,6,27
81,0,24,5,26
83,0,23,5,25
85,0,23,4,25
87,0,22,4,25
86,0,22,3,24
86,0,21,3,21
86,0,21,3,21
87,0,22,4,24
89,0,21,4,24
90,0,21,5,24
86,0,22,5,24
81,0,24,5,26
77,0,23,5,25
65,0,25,6,26
53,0,27,7,28
42,0,28,7,30
46,0,30,7,31
51,0,29,7,30
55,0,28,7,30
60,0,29,7,30
64,0,28,7,30
69,0.2,28,7,29
76,0.3,26,7,28
84,0,25,6,27
91,0.2,23,6,25
92,0,23,5,25
92,0,22,5,25
93,0,21,4,24
93,0,21,4,24
93,0,21,5,21
93,0,21,5,21
94,0,21,5,21
95,0,20,5,20
95,0,20,4,20
90,0,20,5,20
85,0,22,5,24
79,0,22,5,25
69,0,23,6,25
58,0,25,7,27
47,0,27,8,28
51,0,27,7,29
55,0,28,7,29
59,0,27,7,29
63,0,27,6,28
67,0.4,26,6,28
71,0.3,26,6,28
77,0.3,24,6,26
84,0.1,24,6,26
91,0,22,6,25
92,0,22,6,24
93,0,21,6,24
94,0,21,7,21
95,0,20,6,20
96,0,20,6,20
96,0,20,5,20
96,0,19,4,19
96,0,19,4,19
96,0,19,3,19
88,0,20,3,20
80,0,21,3,21
72,0,22,2,24
63,0,23,3,25
54,0,25,3,26
45,0,27,4,28
50,0,27,3,29
56,0,28,3,30
61,0,27,3,29
66,0,26,3,28
72,0,26,7,27
77,0,25,3,26
83,0.3,23,3,25
88,0.2,22,4,25
94,0,22,5,25
94,0,22,4,24
94,0,21,4,24
94,0,20,4,20
94,0,20,4,20
94,0,19,4,19
94,0,20,4,20
94,0,20,4,20
93,0,20,4,20
93,0,20,4,20
88,0,20,4,20
83,0,22,4,24
78,0,22,4,24
69,0,23,3,25
61,0,25,2,27
53,0,27,2,29
57,0,27,3,29
60,0,28,3,30
64,0,27,4,29
67,0,27,5,29
71,0.5,26,6,28
74,0.2,26,6,27
81,0.3,24,6,26
87,0.3,24,6,26
94,0,22,5,25
94,0,22,5,24
93,0,21,5,24
93,0,20,5,20
94,0,19,5,19
94,0,19,4,19
94,0,19,3,19
94,0,19,2,19
94,0,19,2,19
94,0,18,1,18
89,0,20,1,20
84,0,22,2,25
78,0,22,2,25
68,0,24,2,26
58,0,25,3,27
48,0,27,3,29
53,0,28,3,30
58,0,29,3,31
63,0,28,4,30
68,0.2,27,4,29
73,0.9,28,4,30
78,0.5,27,4,29
82,0.3,24,4,26
86,0.2,23,4,25
90,0.7,23,4,25
90,0.3,22,4,25
90,0,22,4,24
90,0,21,4,24
91,0,21,3,21
91,0,21,2,21
92,0,20,0,20
91,0,20,1,20
91,0,19,2,19
91,0,19,3,19
86,0,21,2,21
82,0,21,2,24
77,0,23,2,25
68,0,24,3,26
60,0,25,4,28
51,0,28,4,30
56,0,28,5,30
62,0,29,6,31
68,0.2,28,6,30
73,0.2,27,7,29
79,0.3,26,8,28
85,0.9,25,9,27
89,0.2,23,7,26
93,0,22,6,25
97,0,22,5,25
97,0,22,5,24
98,0,22,5,24
98,0,20,5,20
98,0,20,5,20
98,0,20,5,20
99,0,20,5,20
99,0.1,21,4,21
99,0.3,21,3,21
99,0.3,21,3,21
95,0,21,2,21
91,0,22,2,25
87,0,22,2,25
77,0,24,4,26
67,0,25,6,27
57,0,27,8,29
61,0,27,8,29
65,0,28,9,30
68,0,27,9,29
72,0,26,10,29
75,0.2,26,10,28
79,0.4,25,10,27
85,0,25,9,27
90,0.3,24,8,26
95,0,22,7,25
96,0,22,7,24
97,0,21,7,24
97,0,21,7,24
98,0,21,7,21
98,0,21,6,21
99,0,21,5,21
99,0,21,5,21
99,0,21,5,21
99,0,21,5,21
94,0,21,6,21
89,0,22,6,25
84,0,23,7,25
74,0,24,8,26
64,0,25,8,27
54,0,27,9,28
57,0.2,27,8,29
61,0.2,28,7,29
65,0,27,6,29
68,0.1,27,5,28
72,0,26,5,28
75,0,26,4,27
82,0.1,24,4,26
88,0.2,24,5,26
94,0,23,6,25
95,0,23,6,25
96,0,23,7,25
97,0,22,8,24
98,0.2,21,7,24
98,0.2,21,7,24
99,0.3,21,6,24
99,0.2,21,6,24
